date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:47	12597/12597	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0dc-3135%22	https://colorlib.com/preview/theme/minishop/js/jquery.stellar.min.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/jquery.stellar.min.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:47	43237/43237	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0de-a8e5%22	https://colorlib.com/preview/theme/minishop/js/owl.carousel.min.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/owl.carousel.min.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:47	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0db-4ef8%22	https://colorlib.com/preview/theme/minishop/js/jquery.magnific-popup.min.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/jquery.magnific-popup.min.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:47	14212/14212	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0d7-37a4%22	https://colorlib.com/preview/theme/minishop/js/aos.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/aos.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:48	1391/1391	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0da-56f%22	https://colorlib.com/preview/theme/minishop/js/jquery.animateNumber.min.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/jquery.animateNumber.min.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:48	33269/33269	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0d8-b6e4%22	https://colorlib.com/preview/theme/minishop/js/bootstrap-datepicker.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/bootstrap-datepicker.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:48	7447/7447	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0df-1d17%22	https://colorlib.com/preview/theme/minishop/js/scrollax.min.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/scrollax.min.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:48	788/788	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0d9-79a%22	https://colorlib.com/preview/theme/minishop/js/google-map.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/google-map.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:48	5535/5535	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0dd-1e0c%22	https://colorlib.com/preview/theme/minishop/js/main.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/main.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:49	12213/12213	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d6fb81c-2fb5%22	https://ajax.cloudflare.com/cdn-cgi/scripts/95c75768/cloudflare-static/rocket-loader.min.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/ajax.cloudflare.com/cdn-cgi/scripts/95c75768/cloudflare-static/rocket-loader.min.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:49	28196/28196	---M--	200	added ('OK')	application/octet-stream	etag:%225ccbe0fd-6e24%22	https://colorlib.com/preview/theme/minishop/fonts/open-iconic/open-iconic.eot	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/open-iconic/open-iconic.eot	(from https://colorlib.com/preview/theme/minishop/css/open-iconic-bootstrap.min.css)
